No errors
No warnings
102 ms
data source=metars
4813 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
VAGD 220400Z 09002KT 5000 HZ NSC 28/20 Q1013 NOSIG,VAGD,2024-03-22T04:00:00Z,21.467,80.2,28,20,90,2,,3.11,29.91,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,312
VABP 220400Z 09007KT 6000 NSC 26/10 Q1014 NOSIG,VABP,2024-03-22T04:00:00Z,23.288,77.337,26,10,90,7,,3.73,29.94,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,520
VABO 220400Z 00000KT 3000 FU NSC 29/11 Q1011 NOSIG,VABO,2024-03-22T04:00:00Z,22.333,73.225,29,11,0,0,,1.86,29.85,,,,,,TRUE,,,,FU,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,36
VABJ 220400Z 25005KT 6000 FEW100 29/12 Q1011 NOSIG,VABJ,2024-03-22T04:00:00Z,23.286,69.672,29,12,250,5,,3.73,29.85,,,,,,TRUE,,,,,FEW,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,79
VABB 220400Z 13006KT 2200 HZ NSC 30/23 Q1011 NOSIG,VABB,2024-03-22T04:00:00Z,19.1,72.859,30,23,130,6,,1.37,29.85,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,14
VAAU 220400Z 00000KT 2000 HZ NSC 32/16 Q1014 NOSIG,VAAU,2024-03-22T04:00:00Z,19.863,75.398,32,16,0,0,,1.24,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,578
VAAH 220400Z 28003KT 4000 FU FEW080 28/09 Q1011 BECMG 5000,VAAH,2024-03-22T04:00:00Z,23.077,72.635,28,9,280,3,,2.49,29.85,,,,,,,,,,FU,FEW,8000,,,,,,,IFR,,,,,,,,,,,,METAR,52
UWWW 220400Z 19002MPS 130V230 9999 NSC M05/M08 Q1022 R33/CLRD68 NOSIG RMK QFE756/1008,UWWW,2024-03-22T04:00:00Z,53.509,50.163,-5,-8,190,4,,6+,30.18,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,124
UWUU 220400Z 00000MPS CAVOK M07/M12 Q1022 R14R/811050 NOSIG,UWUU,2024-03-22T04:00:00Z,54.57,55.87,-7,-12,0,0,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,137
UWSG 220400Z 32001MPS 7000 NSC M06/M07 Q1022 R26/CLRD70 NOSIG RMK QFE764/1019,UWSG,2024-03-22T04:00:00Z,51.713,46.171,-6,-7,320,2,,4.35,30.18,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,31
UWPS 220400Z 13001MPS 5000 2300NE BR NSC M06/M07 Q1021 R20/110058 TEMPO 0200 FZFG VV001 RMK QFE748,UWPS,2024-03-22T04:00:00Z,54.116,45.203,-6,-7,130,2,,3.11,30.15,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,206
UWOR 220400Z 22002MPS CAVOK M06/M11 Q1022 R25/CLRD60 NOSIG RMK QFE743/0990,UWOR,2024-03-22T04:00:00Z,51.07,58.597,-6,-11,220,4,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,270
UWOO 220400Z 09001MPS 7000 NSC M11/M13 Q1023 R26/910255 NOSIG RMK QFE756/1009,UWOO,2024-03-22T04:00:00Z,51.795,55.457,-11,-13,90,2,,4.35,30.21,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,90
UWLW 220400Z 20002MPS 7000 NSC M11/M12 Q1022 R20/800558 NOSIG RMK QFE761/1015,UWLW,2024-03-22T04:00:00Z,54.402,48.8,-11,-12,200,4,,4.35,30.18,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,67
UWLL 220400Z 18002MPS CAVOK M12/M14 Q1022 R20/090065 NOSIG RMK QFE756/1008,UWLL,2024-03-22T04:00:00Z,54.274,48.236,-12,-14,180,4,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,119
UWKS 220400Z 25004MPS CAVOK M03/M07 Q1020 R24/090060 NOSIG RMK QFE750,UWKS,2024-03-22T04:00:00Z,56.09,47.347,-3,-7,250,8,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,165
UWKE 220400Z 22004MPS CAVOK M05/M07 Q1020 R21/090070 NOSIG RMK QFE749/0998,UWKE,2024-03-22T04:00:00Z,55.566,52.1,-5,-7,220,8,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,193
UWKD 220400Z 16003MPS CAVOK M09/M11 Q1021 R11/60D NOSIG RMK QFE755/1007,UWKD,2024-03-22T04:00:00Z,55.61,49.275,-9,-11,160,6,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,114
UWGG 220400Z 18002MPS CAVOK M03/M08 Q1020 R18L/090060 NOSIG,UWGG,2024-03-22T04:00:00Z,56.225,43.786,-3,-8,180,4,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,73
UUYY 220400Z 23003MPS 9999 -SHSNRA FEW013 BKN017CB 01/00 Q1009 R18/19//55 NOSIG RMK QFE748/0998,UUYY,2024-03-22T04:00:00Z,61.647,50.845,1,0,230,6,,6+,29.79,,,,,,TRUE,,,,-SHSN -SHRA,FEW,1300,BKN,1700,,,,,MVFR,,,,,,,,,,,,METAR,107
UUWW 220400Z 18002MPS CAVOK M06/M08 Q1019 R24/190050 NOSIG,UUWW,2024-03-22T04:00:00Z,55.592,37.261,-6,-8,180,4,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,195
UUOO 220400Z 32002MPS 3200 BR NSC M06/M07 Q1021 R12/010060 NOSIG RMK QFE751,UUOO,2024-03-22T04:00:00Z,51.814,39.228,-6,-7,320,4,,1.99,30.15,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,154
UUOL 220400Z AUTO 33001MPS 3400 BR NCD M10/M11 Q1021,UUOL,2024-03-22T04:00:00Z,52.702,39.534,-10,-11,330,2,,2.11,30.15,,,TRUE,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,176
UUOK 220400Z 20002MPS 150V230 9999 BKN013 M01/M03 Q1021 R12/////// NOSIG RMK QFE747/0997,UUOK,2024-03-22T04:00:00Z,51.751,36.297,-1,-3,200,4,,6+,30.15,,,,,,TRUE,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,203
UUOB 220400Z 36002MPS 9999 BKN024 M01/M02 Q1020 R11/010070 NOSIG,UUOB,2024-03-22T04:00:00Z,50.644,36.59,-1,-2,360,4,,6+,30.12,,,,,,TRUE,,,,,BKN,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,218
UUMO 220400Z 00000MPS CAVOK M06/M08 Q1019 R07/CLRD60 NOSIG RMK QFE750/1000,UUMO,2024-03-22T04:00:00Z,55.512,37.507,-6,-8,0,0,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,167
UUEE 220400Z 21002MPS CAVOK M02/M07 Q1018 R24L/120057 R24C/120057 NOSIG,UUEE,2024-03-22T04:00:00Z,55.973,37.415,-2,-7,210,4,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,186
UUDL 220400Z 23001MPS CAVOK M02/M07 Q1017 R23/010060 NOSIG RMK QFE755,UUDL,2024-03-22T04:00:00Z,57.561,40.157,-2,-7,230,2,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,88
UUDD 220400Z 15002MPS 6000 NSC M06/M09 Q1019 R14R/190050 NOSIG,UUDD,2024-03-22T04:00:00Z,55.409,37.906,-6,-9,150,4,,3.73,30.09,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,165
UUBW 220400Z 10002MPS 6000 NSC M07/M08 Q1020 R30/010060 NOSIG RMK QFE754,UUBW,2024-03-22T04:00:00Z,55.553,38.15,-7,-8,100,4,,3.73,30.12,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,111
UUBC 220400Z 15001MPS 4700 BR NSC M07/M08 Q1019 R13/CLRD60 NOSIG RMK QFE746/0995,UUBC,2024-03-22T04:00:00Z,54.552,36.37,-7,-8,150,2,,2.92,30.09,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,198
UTTT 220400Z VRB02KT 7000 -SHRA OVC033CB 08/07 Q1019 R26R/29//50 NOSIG,UTTT,2024-03-22T04:00:00Z,41.258,69.281,8,7,VRB,2,,4.35,30.09,,,,,,TRUE,,,,-SHRA,OVC,3300,,,,,,,MVFR,,,,,,,,,,,,METAR,429
UTST 220400Z 29008KT 9999 SCT053CB 14/11 Q1021 R25/CLRD70 NOSIG,UTST,2024-03-22T04:00:00Z,37.287,67.318,14,11,290,8,,6+,30.15,,,,,,TRUE,,,,,SCT,5300,,,,,,,VFR,,,,,,,,,,,,METAR,311
UTSS 220400Z 28014KT 230V310 9999 BKN065CB 08/06 Q1018 R27/19//65 NOSIG,UTSS,2024-03-22T04:00:00Z,39.7,66.974,8,6,280,14,,6+,30.06,,,,,,TRUE,,,,,BKN,6500,,,,,,,VFR,,,,,,,,,,,,METAR,665
UTSK 220400Z 21006KT CAVOK 09/07 Q1021 R16/CLRD70,UTSK,2024-03-22T04:00:00Z,38.804,65.773,9,7,210,6,,6+,30.15,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,399
UTSB 220400Z 25008KT 9999 OVC013 07/05 Q1021 R19/CLRD70 NOSIG,UTSB,2024-03-22T04:00:00Z,39.775,64.483,7,5,250,8,,6+,30.15,,,,,,TRUE,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,225
UTSA 220400Z 24014KT 3700 BR BKN005 06/04 Q1020 R25/29//65 NOSIG RMK BASE530,UTSA,2024-03-22T04:00:00Z,40.116,65.167,6,4,240,14,,2.3,30.12,,,,,,TRUE,,,,BR,BKN,500,,,,,,,IFR,,,,,,,,,,,,METAR,346
UTNU 220400Z 25008KT 9999 BKN006 05/04 Q1019 R31/CLRD70 NOSIG RMK BASE630,UTNU,2024-03-22T04:00:00Z,41.584,60.642,5,4,250,8,,6+,30.09,,,,,,TRUE,,,,,BKN,600,,,,,,,IFR,,,,,,,,,,,,METAR,97
UTNN 220400Z 27006KT CAVOK 04/02 Q1020 R33/CLRD60 NOSIG,UTNN,2024-03-22T04:00:00Z,42.488,59.623,4,2,270,6,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,76
UTFN 220400Z VRB02KT 9999 NSC 13/08 Q1016 R28/290060 NOSIG,UTFN,2024-03-22T04:00:00Z,40.983,71.573,13,8,VRB,2,,6+,30.00,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,477
UTFF 220400Z VRB02KT 9999 BKN060CB 13/06 Q1016 R18/29//60,UTFF,2024-03-22T04:00:00Z,40.356,71.745,13,6,VRB,2,,6+,30.00,,,,,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,612
UTDT 220400Z VRB01MPS 9999 SCT043CB BKN060 13/11 Q1021 R35/290550 RMK QFE726/0968,UTDT,2024-03-22T04:00:00Z,37.866,68.865,13,11,VRB,2,,6+,30.15,,,,,,,,,,,SCT,4300,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,443
UTDL 220400Z 25006MPS 9999 SCT046CB OVC086 11/08 Q1018 R26/19//60 NOSIG RMK QFE725/0967,UTDL,2024-03-22T04:00:00Z,40.215,69.695,11,8,250,12,,6+,30.06,,,,,,TRUE,,,,,SCT,4600,OVC,8600,,,,,VFR,,,,,,,,,,,,METAR,436
UTDK 220400Z 23003MPS 3500 -SHRA BR BKN014 BKN019CB OVC038 10/09 Q1024 R01/29//50 RMK QFE710/0946,UTDK,2024-03-22T04:00:00Z,37.988,69.805,10,9,230,6,,2.17,30.24,,,,,,,,,,-SHRA BR,BKN,1400,BKN,1900,OVC,3800,,,IFR,,,,,,,,,,,,METAR,675
UTDD 220400Z 09003MPS 9999 FEW024CB SCT030 BKN040 10/07 Q1022 R09/29//50 NOSIG RMK QFE698/0930,UTDD,2024-03-22T04:00:00Z,38.543,68.825,10,7,90,6,,6+,30.18,,,,,,TRUE,,,,,FEW,2400,SCT,3000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,785
UTAV 220400Z 27008KT 9999 BKN013 08/04 Q1021 R31/CLRD70 NOSIG,UTAV,2024-03-22T04:00:00Z,39.083,63.613,8,4,270,8,,6+,30.15,,,,,,TRUE,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,187
UTAT 220400Z 29008KT 6000 OVC003 03/03 Q1020 R26/CLRD70 NOSIG RMK QBB300,UTAT,2024-03-22T04:00:00Z,41.761,59.827,3,3,290,8,,3.73,30.12,,,,,,TRUE,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,84
UTAM 220400Z 01006KT CAVOK 09/06 Q1022 R88/CLRD70 NOSIG,UTAM,2024-03-22T04:00:00Z,37.619,61.897,9,6,10,6,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,218
UTAK 220400Z 08012KT 9999 FEW010 07/06 Q1017 R16R/CLRD70 NOSIG,UTAK,2024-03-22T04:00:00Z,40.054,53.007,7,6,80,12,,6+,30.03,,,,,,TRUE,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,83
UTAA 220400Z 12008KT 9999 NSC 10/06 Q1019 R88/70D NOSIG,UTAA,2024-03-22T04:00:00Z,37.975,58.371,10,6,120,8,,6+,30.09,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,207
USTR 220400Z 25005MPS CAVOK M02/M08 Q1014 R30/090065 R21/090065 NOSIG,USTR,2024-03-22T04:00:00Z,57.19,65.324,-2,-8,250,10,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,93
USSS 220400Z 28005MPS CAVOK M01/M07 Q1017 R26L/010060 NOSIG RMK QFE742/0989,USSS,2024-03-22T04:00:00Z,56.745,60.792,-1,-7,280,10,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,222
USRR 220400Z 19004MPS CAVOK M15/M19 Q1013 R25/31//60 NOSIG RMK QFE755,USRR,2024-03-22T04:00:00Z,61.342,73.422,-15,-19,190,8,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,52
USPP 220400Z 23006MPS CAVOK M01/M05 Q1017 R21/090060 NOSIG RMK QFE752,USPP,2024-03-22T04:00:00Z,57.914,56.021,-1,-5,230,12,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,120
USNN 220400Z 20001MPS CAVOK M19/M22 Q1016 R21/31//65 NOSIG RMK QFE757,USNN,2024-03-22T04:00:00Z,60.959,76.497,-19,-22,200,2,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,52
USHH 220400Z 16006MPS 6000 -SN BLSN BKN027 M09/M12 Q1009 R24/490545 TEMPO 1000 SN BKN005,USHH,2024-03-22T04:00:00Z,61.029,69.086,-9,-12,160,12,,3.73,29.79,,,,,,,,,,-SN BLSN,BKN,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,46
USDA 220400Z 35006MPS 9999 BKN013 M21/M24 Q1008 R04/410158 NOSIG RMK QFE755/1006,USDA,2024-03-22T04:00:00Z,71.216,72.05,-21,-24,350,12,,6+,29.76,,,,,,TRUE,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,5
USCM 220400Z 23001MPS 9999 NSC M04/M12 Q1020 R18/090060 NOSIG RMK QFE727,USCM,2024-03-22T04:00:00Z,53.393,58.756,-4,-12,230,2,,6+,30.12,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,425
USCC 220400Z 27004MPS CAVOK 00/M08 Q1018 R27/000060 NOSIG RMK QFE744,USCC,2024-03-22T04:00:00Z,55.306,61.503,0,-8,270,8,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,227
URWW 220400Z 04001MPS 9000 OVC004 M01/M02 Q1019 R05/120060 NOSIG RMK OBST OBSC,URWW,2024-03-22T04:00:00Z,48.788,44.336,-1,-2,40,2,,5.59,30.09,,,,,,TRUE,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,131
URWI 220400Z AUTO 07004MPS 2600 // ///001/// M01/M01 Q1017 RMK QBB050,URWI,2024-03-22T04:00:00Z,46.374,44.331,-1,-1,70,8,,1.62,30.03,,,TRUE,,,,,,,,,,,,,,,,IFR,,,,,,,,,,,,METAR,145
URWA 220400Z 35002MPS 310V080 9999 OVC014 01/M02 Q1019 R27/010070 NOSIG RMK QFE766/1021,URWA,2024-03-22T04:00:00Z,46.286,47.995,1,-2,350,4,,6+,30.09,,,,,,TRUE,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,METAR,-19
URSS 220400Z 04001MPS 8000 -SHRA SCT015 OVC021CB 07/07 Q1011 R02/290060 R06/290060 NOSIG RMK R06/07002MPS MT OBSC QFE757,URSS,2024-03-22T04:00:00Z,43.438,39.926,7,7,40,2,,4.97,29.85,,,,,,TRUE,,,,-SHRA,SCT,1500,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,4
URRP 220400Z 06004MPS 9999 FEW/// BKN021 00/M03 Q1018 R05/CLRD70 NOSIG RMK QFE759/1012,URRP,2024-03-22T04:00:00Z,47.494,39.925,0,-3,60,8,,6+,30.06,,,,,,TRUE,,,,,BKN,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,73
URMT 220400Z 11007MPS 0500 R07/0800N FG VV002 01/01 Q1013 R07/150060 NOSIG RMK QBB070 OBST OBSC QFE720,URMT,2024-03-22T04:00:00Z,45.108,42.1,1,1,110,14,,0.31,29.91,,,,,,TRUE,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,448
URMO 220400Z 08004MPS 1800 BR OVC001 02/02 Q1013 R09/010070 NOSIG RMK QBB050 MT OBSC QFE716/0955,URMO,2024-03-22T04:00:00Z,43.204,44.608,2,2,80,8,,1.12,29.91,,,,,,TRUE,,,,BR,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,505
URMN 220400Z 08002MPS 0500 -DZ FG VV001 02/02 Q1012 R24/////// NOSIG RMK QBB040 MT OBSC OBST OBSC QFE723,URMN,2024-03-22T04:00:00Z,43.514,43.646,2,2,80,4,,0.31,29.88,,,,,,TRUE,,,,-DZ FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,100,METAR,424
URMM 220400Z 10006MPS 3700 -DZ BR OVC003 03/02 Q1014 R11/290150 NOSIG RMK MT OBSC OBST OBSC QFE732/0976,URMM,2024-03-22T04:00:00Z,44.225,43.082,3,2,100,12,,2.3,29.94,,,,,,TRUE,,,,-DZ BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,318
URML 220400Z 15007MPS 9000 OVC011 05/05 Q1016 R14/01//70 NOSIG RMK MT OBSC QFE762/1016,URML,2024-03-22T04:00:00Z,42.817,47.652,5,5,150,14,,5.59,30.00,,,,,,TRUE,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,4
URMG 220400Z 07005MPS 7000 BKN004 OVC022 03/03 Q1015 R08/090070 NOSIG RMK MT OBSC OBST OBSC QFE746/0995,URMG,2024-03-22T04:00:00Z,43.387,45.702,3,3,70,10,,4.35,29.97,,,,,,TRUE,,,,,BKN,400,OVC,2200,,,,,LIFR,,,,,,,,,,,,METAR,160
URKK 220400Z 04004MPS 9999 SCT///CB 03/02 Q1014 R05R/290060 NOSIG RMK QFE757,URKK,2024-03-22T04:00:00Z,45.033,39.15,3,2,40,8,,6+,29.94,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,29
URKA 220400Z 05005MPS 020V080 CAVOK 02/M00 Q1013 R04/010070 NOSIG RMK QFE756/1008,URKA,2024-03-22T04:00:00Z,44.995,37.341,2,0,50,10,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,41
UOOO 220400Z 07003MPS CAVOK M27/M30 Q1001 R01/420360 NOSIG RMK QFE736/0982,UOOO,2024-03-22T04:00:00Z,69.308,87.322,-27,-30,70,6,,6+,29.56,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,177
UNWW 220400Z 21007MPS 9999 BKN036CB M04/M11 Q1014 R19/920249 NOSIG RMK QFE734,UNWW,2024-03-22T04:00:00Z,53.811,86.878,-4,-11,210,14,,6+,29.94,,,,,,TRUE,,,,,BKN,3600,,,,,,,VFR,,,,,,,,,,,,METAR,307
UNTT 220400Z 11003MPS 9999 BKN049 M08/M13 Q1014 R03/490245 NOSIG RMK QFE744,UNTT,2024-03-22T04:00:00Z,56.381,85.207,-8,-13,110,6,,6+,29.94,,,,,,TRUE,,,,,BKN,4900,,,,,,,VFR,,,,,,,,,,,,METAR,179
UNOO 220400Z 24002MPS CAVOK M06/M09 Q1018 R25/CLRD60 NOSIG RMK QFE755,UNOO,2024-03-22T04:00:00Z,54.964,73.32,-6,-9,240,4,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,85
UNNT 220400Z 27007MPS 9999 OVC027 M04/M09 Q1015 R25/150055 R16/////// NOSIG RMK QFE751/1001,UNNT,2024-03-22T04:00:00Z,55.013,82.651,-4,-9,270,14,,6+,29.97,,,,,,TRUE,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,106
UNKL 220400Z 32004MPS 9999 -SHSN SCT032CB M10/M17 Q1014 R29/CLRD65 NOSIG RMK QFE735,UNKL,2024-03-22T04:00:00Z,56.173,92.493,-10,-17,320,8,,6+,29.94,,,,,,TRUE,,,,-SHSN,SCT,3200,,,,,,,VFR,,,,,,,,,,,,METAR,278
UNEE 220400Z 08002MPS 3600 -SN OVC039 M07/M09 Q1013 R23/490335 NOSIG RMK QFE737,UNEE,2024-03-22T04:00:00Z,55.27,86.107,-7,-9,80,4,,2.24,29.91,,,,,,TRUE,,,,-SN,OVC,3900,,,,,,,IFR,,,,,,,,,,,,METAR,261
UNBB 220400Z 23007MPS CAVOK M04/M12 Q1017 R24/190060 NOSIG RMK QFE740,UNBB,2024-03-22T04:00:00Z,53.362,83.54,-4,-12,230,14,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,249
UNAA 220400Z 19007MPS CAVOK M03/M11 Q1015 R20/CLRD65 NOSIG RMK QFE739,UNAA,2024-03-22T04:00:00Z,53.74,91.385,-3,-11,190,14,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,249
UMOO 220400Z 15002MPS 3000 BR NSC M02/M03 Q1018 TEMPO 2000,UMOO,2024-03-22T04:00:00Z,53.954,30.1,-2,-3,150,4,,1.86,30.06,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,188
UMMG 220400Z 20003MPS 2100 -DZ BR OVC003 05/05 Q1016 NOSIG RMK QBB090,UMMG,2024-03-22T04:00:00Z,53.602,24.056,5,5,200,6,,1.3,30.00,,,,,,TRUE,,,,-DZ BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,125
UMKK 220400Z 26003MPS 5000 BR FEW004 OVC035 04/04 Q1016 R24/290095 NOSIG RMK QBB120 OBST OBSC QFE761/1014,UMKK,2024-03-22T04:00:00Z,54.885,20.583,4,4,260,6,,3.11,30.00,,,,,,TRUE,,,,BR,FEW,400,OVC,3500,,,,,MVFR,,,,,,,,,,,,METAR,6
UMIO 220400Z 17001MPS CAVOK M01/M02 Q1017 NOSIG RMK QFE745/0994,UMIO,2024-03-22T04:00:00Z,54.44,30.297,-1,-2,170,2,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,189
UMGG 220400Z 15003MPS 1300 BR FEW002 SCT044 M00/M01 Q1019 TEMPO 0900 FG RMK QBB080,UMGG,2024-03-22T04:00:00Z,52.525,31.015,0,-1,150,6,,0.81,30.09,,,,,,,,,,BR,FEW,200,SCT,4400,,,,,LIFR,,,,,,,,,,,,METAR,135
UMBB 220400Z 18002MPS 4300 BR OVC018CB 05/05 Q1016 NOSIG,UMBB,2024-03-22T04:00:00Z,52.109,23.897,5,5,180,4,,2.67,30.00,,,,,,TRUE,,,,BR,OVC,1800,,,,,,,IFR,,,,,,,,,,,,METAR,138
ULWC 220400Z 00000MPS 9999 SCT033 M02/M03 Q1014 R21/010054 NOSIG RMK QFE750/1000,ULWC,2024-03-22T04:00:00Z,59.281,38.019,-2,-3,0,0,,6+,29.94,,,,,,TRUE,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,113
ULPB 220400Z AUTO 21003MPS 9999 -RA ///036/// 01/01 Q1009 RMK QFE753/1004,ULPB,2024-03-22T04:00:00Z,61.885,34.155,1,1,210,6,,6+,29.79,,,TRUE,,,,,,,-RA,,,,,,,,,VFR,,,,,,,,,,,,METAR,41
ULOO 220400Z 17003MPS 9999 BKN015 OVC049 03/02 Q1012 R19/290050 NOSIG RMK QFE755,ULOO,2024-03-22T04:00:00Z,57.79,28.397,3,2,170,6,,6+,29.88,,,,,,TRUE,,,,,BKN,1500,OVC,4900,,,,,MVFR,,,,,,,,,,,,METAR,46
ULMM 220400Z 24001MPS 9999 BKN025 M06/M10 Q1008 R31/650149 NOSIG RMK QFE749,ULMM,2024-03-22T04:00:00Z,68.781,32.749,-6,-10,240,2,,6+,29.76,,,,,,TRUE,,,,,BKN,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,79
ULLI 220400Z 19002MPS 140V250 9999 -RA OVC016 04/02 Q1010 R28L/290050 NOSIG,ULLI,2024-03-22T04:00:00Z,59.798,30.267,4,2,190,4,,6+,29.82,,,,,,TRUE,,,,-RA,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,25
